id|externalid|parentid|status|name|geographiclevel|openmrs_id|type|coordinates
6b3c4ca6-cba1-4292-b315-d35881d9782b||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.9928240686653, -17.93081581901206]
a58cda40-9804-4315-be7f-2b464f83d095||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.992934640707631, -17.930982637812107]
30691cd7-ea40-44a4-8189-d9943b795170||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.992698541457457, -17.930549509921374]
6b5df46f-342b-4072-8e05-1a8035c05c4d||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.76280390898853, -17.991560082022826]
ffacf436-0c81-4a2c-934b-28cb5f651085||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.764694609390062, -17.98853663949328]
a023163a-b624-4b38-a8a6-9326c14b8574||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.764697899999987, -17.988531300000012]
bebc3d52-0638-48d3-984b-ab13777a2fe9||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.750897844313613, -17.999727498730582]
40c950b6-140d-4724-b426-5c04101eb379||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.752077600000007, -18.005666400000017]
d60ce219-10af-4f66-9400-f747772fc90f||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.765621099999976, -17.98739765167665]
77985e50-f8e9-469d-bb21-a627c036968f||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.764044199999944, -17.982808099999996]
ad32949b-858f-4923-8914-fca045102d18||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.765460599999983, -17.98128609999998]
22af66fa-68de-4531-bef9-bbb7ae83a4d5||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.767842400000063, -17.983739600000014]
eb90760f-4f38-40c9-8485-081b259414f3||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.992288801498717, -17.93115722169311]
b8903e81-b54b-4409-9b45-cd9530011de0||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.99336702139533, -17.93073291333317]
baf33364-126d-448d-9c95-de9dbdd6b0d9||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.99219199601464, -17.931038617844248]
645bb3f9-6f9c-4950-8bbd-59c194097538||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.992111099999988, -17.9316383]
937be5a3-764e-4809-818b-685dffd0b5f8||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.992302041326298, -17.931739737662458]
c9bf991d-edbd-4563-9790-b0482258e1df||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.75947819999999, -18.001797599999982]
22c06cd6-c8a0-4896-a0cb-b8207c056061||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.769761000000017, -17.978473600000033]
4a7938e3-37b1-4aea-8347-79500ea8d370||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.771443900000008, -17.977525300000003]
84873b58-e6a3-422c-b244-acd22d6f72ca||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.77292460000001, -17.975434099999998]
751a7689-6d01-474e-b2d2-113c3032bb4f||7609794a-fc2d-43e4-995d-7508f9add5e7|Pending Review||0||Point|[15.998149414653653, -17.924963884994185]
0c4b5283-ed6b-4f0e-b2f1-bbab9a1d9866||7609794a-fc2d-43e4-995d-7508f9add5e7|Pending Review||0||Point|[15.998008881583814, -17.92507150259324]
34a157db-e92a-40fd-9994-d92fb9ee6c96||7609794a-fc2d-43e4-995d-7508f9add5e7|Pending Review||0||Point|[15.99779163449034, -17.925344848155913]
fdabac0c-90c5-4c54-a424-47f891bbc71a||7609794a-fc2d-43e4-995d-7508f9add5e7|Pending Review||0||Point|[15.997928436964457, -17.92538799363014]
0f7ca142-a901-44cf-94d3-604a1dc02ac7||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.99217965137177, -17.931563763789192]
2bdf9864-9818-46ea-9c3a-eecca9b5e833||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.992015032530276, -17.930006922568207]
15bd1393-47b6-4c47-9bdc-b3198d7d3628||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.991970853169505, -17.9302464005294]
5dd18275-c25d-4c58-b97e-376d22267362||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.991364900000008, -17.92946669999999]
0d0e8f58-58ec-44e1-bbba-5f3aadd3ede5||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.756571265667503, -18.022311864789778]
73732f88-42c7-41bf-a556-661766568749||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.992116446914565, -17.930874438895184]
4d571d0e-5dc4-4118-ad2d-a933d98a9151||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.992032138547756, -17.93050163387648]
b6ed3428-12ea-40a0-bd8d-6f3337b75b40||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.992347383531524, -17.930016329766058]
62a8285f-e2ad-488e-a745-6b23827b8fb5||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.990335572848608, -17.929598605525978]
af14ad7e-8abd-46fa-a8b3-5b7458004c58||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.991451500569951, -17.92982618014167]
04ae2e77-361d-4fd2-9ec5-b02970a36df9||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.991612608925607, -17.92951120759813]
7d30b750-a1b5-47aa-924a-31ce24a6a9b3||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.9911648203921, -17.929676540410536]
b60fcf68-40f4-46d0-bfed-f6edbe00a6f9||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.99101637364322, -17.929609126199498]
f2922db0-3c63-49cb-9cb6-b51dd5450398||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.990452082055526, -17.929396849429576]
e285b0f7-c774-4a56-8ad3-01427336fb08||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.99225198594354, -17.9303012489793]
36237627-5baf-451b-8dd5-76b5fa4c527b||38796cfe-4877-45f3-8263-999ab64e160b|Pending Review||0||Point|[15.990608444405552, -17.92941163322815]
281b1655-afc7-4faf-b49d-2854766afdaf||d5ac666d-ac97-4791-b7d6-9fd5e649d77c|Pending Review||0||Point|[15.911131063578296, -18.02323514100038]
d04c5e53-b087-41af-b234-378197adaa70||d5ac666d-ac97-4791-b7d6-9fd5e649d77c|Pending Review||0||Point|[15.909687633563067, -18.017187417901535]
dce17992-ba28-4b8a-b418-2f68d1cc2376||d5ac666d-ac97-4791-b7d6-9fd5e649d77c|Pending Review||0||Point|[15.907260824627315, -18.01557361231363]
c9eb03e0-dc33-4940-851a-84be740369ed||d5ac666d-ac97-4791-b7d6-9fd5e649d77c|Pending Review||0||Point|[15.905121571415862, -18.015115392233074]
5dbd3e4f-31ad-4727-ab9b-8b747f0bb01b||d5ac666d-ac97-4791-b7d6-9fd5e649d77c|Pending Review||0||Point|[15.905311874816107, -18.020609620201128]
07ae7fc2-befa-403e-86c1-e4ee34a00ffd||d5ac666d-ac97-4791-b7d6-9fd5e649d77c|Pending Review||0||Point|[15.906653690505436, -18.022240028960873]
61610cf9-1b4e-4772-88a9-14242aa80637||d5ac666d-ac97-4791-b7d6-9fd5e649d77c|Pending Review||0||Point|[15.910384640513257, -18.026466312383896]
b3b5ef71-757f-4c03-b592-2b4fab42aa18||d5ac666d-ac97-4791-b7d6-9fd5e649d77c|Pending Review||0||Point|[15.911812159908663, -18.025778215624772]
357a5733-f479-4ed9-8fd9-e4e1443d2d73||d5ac666d-ac97-4791-b7d6-9fd5e649d77c|Pending Review||0||Point|[15.913648608166682, -18.0250104231163]
d47b162d-2469-4707-b605-d7f1d24f9617||d5ac666d-ac97-4791-b7d6-9fd5e649d77c|Pending Review||0||Point|[15.913789924370462, -18.030029076240705]
c84cd68c-623c-476e-877c-ae714ab06f42||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.75657112062379, -18.022323896643744]
1ba7b88d-ff25-46dd-8faf-3d220da04676||07900578-8924-4d81-a4c0-921df195fb3e|Pending Review||0||Point|[15.86030119999998, -17.9262665]
c3cdf927-6c0f-4100-88bd-9e3576fd3d70||07900578-8924-4d81-a4c0-921df195fb3e|Pending Review||0||Point|[15.865010299999994, -17.9240624]
44787a36-b96c-4882-ae88-e74dcb70d53c||07900578-8924-4d81-a4c0-921df195fb3e|Pending Review||0||Point|[15.86404420650149, -17.92547486780177]
6eacdc80-e789-4ec0-98ce-200c155cd478||07900578-8924-4d81-a4c0-921df195fb3e|Pending Review||0||Point|[15.860365499999943, -17.924870799999983]
113ac816-ad48-48f2-b406-556a7820ff58||07900578-8924-4d81-a4c0-921df195fb3e|Pending Review||0||Point|[15.86044830000003, -17.924759499999997]
102726db-6b7f-4688-989e-d9d270d4f833||07900578-8924-4d81-a4c0-921df195fb3e|Pending Review||0||Point|[15.862620227965408, -17.923399838466537]
8433c053-0286-43f3-b1f0-df807862b9bc||07900578-8924-4d81-a4c0-921df195fb3e|Pending Review||0||Point|[15.860760600000049, -17.9281229]
e5c7b22f-c5f0-4821-9cd0-840137384d01||07900578-8924-4d81-a4c0-921df195fb3e|Pending Review||0||Point|[15.85867840000003, -17.928408699999952]
3c199df9-ff0b-4b21-a1e0-f33e78f5f304||07900578-8924-4d81-a4c0-921df195fb3e|Pending Review||0||Point|[15.860747199999992, -17.930489100000003]
50614c16-1a2b-49bd-9f42-f69261ae5f34||07900578-8924-4d81-a4c0-921df195fb3e|Pending Review||0||Point|[15.862750399999982, -17.928578600000016]
79e0a5c8-b5f6-4d49-b341-3bdd9b7e62a9||07900578-8924-4d81-a4c0-921df195fb3e|Pending Review||0||Point|[15.85944799999993, -17.934068100000044]
83e8ecb8-592d-4f77-aa47-2fc826efb724||07900578-8924-4d81-a4c0-921df195fb3e|Pending Review||0||Point|[15.86177029999999, -17.93349579999999]
02f948ba-7841-4e19-a931-789ac6925448||07900578-8924-4d81-a4c0-921df195fb3e|Pending Review||0||Point|[15.861943399999973, -17.935404599999984]
d424dc78-37d0-4c43-a475-a9b6bdfdb5dd||07900578-8924-4d81-a4c0-921df195fb3e|Pending Review||0||Point|[15.86319309999999, -17.936766999999993]
ec877a5f-9571-4c2b-922e-bbf2a659946b||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.757437155131356, -18.013020305895896]
2a5c0e2e-aeeb-4235-a425-49bcf43a4cee||0edba8cf-437a-4104-a2fe-8143116e2139|Pending Review||0||Point|[15.872926000000007, -18.05515599999999]
c8eb0b90-ea1d-4dd5-be03-36e61ae67c74||0edba8cf-437a-4104-a2fe-8143116e2139|Pending Review||0||Point|[15.874406047443586, -18.053744677074654]
ef30e9a8-53b4-4b2f-b058-70273a990f46||0edba8cf-437a-4104-a2fe-8143116e2139|Pending Review||0||Point|[15.87259068235062, -18.049006936737026]
501cb852-20e9-4b52-9394-08d9a4aa7d3c||0edba8cf-437a-4104-a2fe-8143116e2139|Pending Review||0||Point|[15.875104963301965, -18.050162491316186]
6927868c-9e68-416a-b9cb-e168aedd4e2f||0edba8cf-437a-4104-a2fe-8143116e2139|Pending Review||0||Point|[15.879067599999985, -18.04798149999999]
35fb3c4f-8206-4ea7-8ff1-5d19e202040f||0edba8cf-437a-4104-a2fe-8143116e2139|Pending Review||0||Point|[15.879137085416232, -18.04796039876933]
5d5fb71c-7810-4058-8c06-90adb2cd397b||0edba8cf-437a-4104-a2fe-8143116e2139|Pending Review||0||Point|[15.87760362544418, -18.05222662744752]
68ed7b88-7959-4ce6-99a5-c3cf1198892b||0edba8cf-437a-4104-a2fe-8143116e2139|Pending Review||0||Point|[15.879524001736513, -18.05257027362183]
bc47f68e-b125-43f4-b8a0-041a544a01f8||0edba8cf-437a-4104-a2fe-8143116e2139|Pending Review||0||Point|[15.879505880469651, -18.052422649630678]
2f0bf24d-99b6-4a79-ab2a-f463d24ff495||0edba8cf-437a-4104-a2fe-8143116e2139|Pending Review||0||Point|[15.878518417394162, -18.055768042882534]
1ef41bb5-d6fa-4650-a921-fe6c977dd029||0edba8cf-437a-4104-a2fe-8143116e2139|Pending Review||0||Point|[15.877985458823332, -18.05900944547421]
e84ea4be-aa5c-48c5-9151-962ca835e321||0edba8cf-437a-4104-a2fe-8143116e2139|Pending Review||0||Point|[15.875737210902116, -18.054715081788107]
dde58617-3367-462b-ae15-8322f5bd0550||0edba8cf-437a-4104-a2fe-8143116e2139|Pending Review||0||Point|[15.872056669225572, -18.059645019069173]
99cbc9f2-6f64-44dd-ba62-c71b7c8e75df||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.763339299999984, -17.991359200000026]
19e3acf0-0a24-44c7-a6bd-3955d3b228a5||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.764458699987017, -17.99549280216061]
75c7d3b4-2007-48f3-b64e-622d3883936d||cdb2de52-552b-4a10-b482-4d522e39eea0|Pending Review||0||Point|[15.926435946216543, -17.717502590663063]
bb104e17-de2a-45c3-b89c-1251607ff72c||cdb2de52-552b-4a10-b482-4d522e39eea0|Pending Review||0||Point|[15.927537334967155, -17.72967026398125]
c9d6b484-a487-4745-bb83-01dcb2719a3d||cdb2de52-552b-4a10-b482-4d522e39eea0|Pending Review||0||Point|[15.931437114307982, -17.72787242656037]
7d7c67a5-13c7-45d4-a229-7c86083a6379||cdb2de52-552b-4a10-b482-4d522e39eea0|Pending Review||0||Point|[15.933175099999971, -17.72638210000001]
ceaa8f2f-4696-4b5d-bf16-e6bf89a6c22f||cdb2de52-552b-4a10-b482-4d522e39eea0|Pending Review||0||Point|[15.93290202848118, -17.72773793480548]
4a175545-48a5-4de4-b929-2d8b4f878875||cdb2de52-552b-4a10-b482-4d522e39eea0|Pending Review||0||Point|[15.933545680557927, -17.724661742799984]
00d10ada-e45a-4068-8634-d8caa27c2321||cdb2de52-552b-4a10-b482-4d522e39eea0|Pending Review||0||Point|[15.931919267830835, -17.723915962399094]
f82cb747-5c9f-4843-b0fc-20dc0b82de46||126712c5-99cc-45f2-84d9-337ac3b8ca88|Pending Review||0||Point|[15.931785115920093, -17.72318116210206]
1b85303d-d65c-4c13-be6d-00b0eb5fb78c||cdb2de52-552b-4a10-b482-4d522e39eea0|Pending Review||0||Point|[15.928870278111958, -17.72389290649839]
7a3637d3-6201-4a7e-ab21-228d35f9e0fa||cdb2de52-552b-4a10-b482-4d522e39eea0|Pending Review||0||Point|[15.927095156959808, -17.722495140153505]
fb2fc187-f78b-4b76-b71b-cea37b2b109d||cdb2de52-552b-4a10-b482-4d522e39eea0|Pending Review||0||Point|[15.926200820821805, -17.721779918534093]
85f2cb36-381e-4aec-99f9-49c494e2a59a||cdb2de52-552b-4a10-b482-4d522e39eea0|Pending Review||0||Point|[15.92717139143997, -17.72042863917964]
6839f823-e2d0-415c-ad6e-acd2d1d74221||cdb2de52-552b-4a10-b482-4d522e39eea0|Pending Review||0||Point|[15.92592243163142, -17.718649924489647]
bf38c10b-3996-4d79-acd9-a519c3e5d991||126712c5-99cc-45f2-84d9-337ac3b8ca88|Pending Review||0||Point|[15.92647139463702, -17.717517573103674]
7c127ac3-5c08-4a74-aef3-a582334a6699||cdb2de52-552b-4a10-b482-4d522e39eea0|Pending Review||0||Point|[15.927291291900247, -17.72823813204571]
72fa8a1f-9b0f-4540-84cf-86bf73913f10||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.757422122163689, -17.99633419024542]
d91a4857-3d3a-4ece-81de-87bad8c3f28d||a54ac0de-6187-45f3-92df-e98a740cd6eb|Pending Review||0||Point|[15.764573000000041, -17.984002800000006]
19e72d3b-f77e-4455-906f-68c9c1bdafcc||953e6dee-ceec-4824-9d5e-cd1732ee9411|Pending Review||0||Point|[15.69917095351775, -17.79281613611516]
7c9d52f0-9f03-4706-bb30-f5a8387a109b||953e6dee-ceec-4824-9d5e-cd1732ee9411|Pending Review||0||Point|[15.699323800000002, -17.79260680000002]
cfeb40d7-ba58-4363-b065-bf68129796a0||953e6dee-ceec-4824-9d5e-cd1732ee9411|Pending Review||0||Point|[15.699458384319996, -17.792496683182456]
a70071f6-b461-4214-90d8-fbfa24000975||953e6dee-ceec-4824-9d5e-cd1732ee9411|Pending Review||0||Point|[15.699260579584802, -17.79222172605783]
50bf7da5-9012-4dc0-957e-64f34a1ccfa7||953e6dee-ceec-4824-9d5e-cd1732ee9411|Pending Review||0||Point|[15.698916147100022, -17.791399915907814]
5cf740e3-dc06-4daf-b71f-da3339d9e5e7||953e6dee-ceec-4824-9d5e-cd1732ee9411|Pending Review||0||Point|[15.699046212557732, -17.791340433128145]
be935855-ac64-47c0-85ce-d2346d3490cc||953e6dee-ceec-4824-9d5e-cd1732ee9411|Pending Review||0||Point|[15.69833710790806, -17.79191713035796]
d647bdab-c097-46d5-9d98-9411b817c83e||953e6dee-ceec-4824-9d5e-cd1732ee9411|Pending Review||0||Point|[15.698066383792593, -17.791547725726893]
b45665c6-aa44-4d2c-87bf-86bd754887d5||953e6dee-ceec-4824-9d5e-cd1732ee9411|Pending Review||0||Point|[15.699110187280553, -17.791796982619637]
a5ba18ff-747d-4acf-a5ac-b04f90123d50||cdb2de52-552b-4a10-b482-4d522e39eea0|Pending Review||0||Point|[15.933546400000068, -17.72465769999997]
726e7a3a-6a1e-4100-99f0-7da3c50e7821||cdb2de52-552b-4a10-b482-4d522e39eea0|Pending Review||0||Point|[15.92717405803296, -17.721169169147746]
ce5acdd2-c5cd-419a-be3b-f2ad75daf528||40385f0c-5331-4e67-a744-ff90614a6f23|Pending Review||0||Point|[15.940259200000014, -17.736163799999993]
c2003134-284e-44e9-a457-1f8e3cbbd107||40385f0c-5331-4e67-a744-ff90614a6f23|Pending Review||0||Point|[15.941585799999984, -17.736090399999966]
